city,latitude,longitude,cluster
Rastatt,48.85,8.2,433
Samut Prakan,13.5897,100.6386,456
Kalawana,6.5315,80.3967,387
Sape,-7.095,-35.2328,161
Lankaran,38.7536,48.8511,880
Rincon de la Victoria,36.7167,-4.2833,256
Kyzyl-Kyya,40.2611,72.1306,437
Palm Desert,33.7378,-116.3695,30
Puerto Francisco de Orellana,-0.4625,-76.9842,143
Cutervo,-6.3778,-78.8167,466
Peranampattu,12.9387,78.7028,468
Troy,42.7354,-73.6751,497
Guarne,6.28,-75.4427,10
Tamalous,36.8361,6.6417,247
Raciborz,50.0833,18.2333,506
Rongat,12.4667,92.9333,347
Dartford,51.4444,0.2172,218
Dabhoi,22.1376,73.4162,67
Montijo,38.6833,-8.9,350
Sartrouville,48.9372,2.1644,293
Severomorsk,69.0667,33.4167,223
Herning,56.1333,8.9833,651
Salekhard,66.5333,66.6,949
Bargny,14.6939,-17.2336,133
Bhavani,11.4455,77.6821,148
Puthuppariyaram,10.8036,76.6221,33
Mascouche,45.75,-73.6,59
Collierville,35.047,-89.6987,359
Sidlaghatta,13.39,77.86,468
Jurmala,56.9681,23.7703,907
Korce,40.6167,20.7667,826
Levittown,40.1533,-74.8531,162
Leopoldina,-21.5319,-42.6428,992
Martin,49.065,18.9219,89
Tsukubamirai,35.9631,140.037,4
Fuchu,34.3925,132.5044,99
Barra,-11.0889,-43.1419,78
Brejo Santo,-7.4833,-39.0,675
Marpalli,17.5389,77.7708,382
Bowringpet,12.9912,78.178,468
Knysna,-34.0356,23.0489,278
Sar-e Pul,36.2214,65.9278,74
Ocampo,13.5594,123.3761,711
San Narciso,13.5677,122.5667,984
Aurangabad,27.894,77.369,877
Hodal,27.894,77.369,877
Snezhinsk,56.0833,60.7333,163
Fatwa,25.5096,85.305,297
Rosemead,34.0689,-118.0823,666
Rosso,16.5128,-15.805,618
Kot Mumin,32.1883,73.0286,988
Shimencun,30.6265,120.4417,602
Weymouth,50.6097,-2.4547,684
Segovia,40.9481,-4.1183,237
Kalba,25.0742,56.3553,642
Iormughanlo,41.5961,45.5294,315
Uman,20.8833,-89.75,249
Country Club,25.9407,-80.3102,538
Tucuru,15.3,-90.0667,762
Massy,48.7309,2.2713,293
Enid,36.4063,-97.87,110
Horsham,51.062,-0.325,218
Cumbernauld,55.945,-3.994,709
Pardwal,32.3286,76.1153,38
Djamaa,33.5333,6.0,496
Cuyahoga Falls,41.1641,-81.5207,295
Guaxupe,-21.305,-46.7128,3
Tobias Barreto,-11.1839,-37.9978,22
Esher,51.3691,-0.365,218
Metpalli,18.8492,78.6262,970
Kalamansig,6.57,124.05,499
Mishawaka,41.6742,-86.1666,774
Columbus,39.2093,-85.9183,774
Andover,51.208,-1.48,684
Kirishi,59.45,32.0167,482
Juruti,-2.1522,-56.0922,333
Babila,33.4728,36.3344,780
Silkeborg,56.1833,9.5517,651
Repalle,16.0172,80.8294,1
Huaiyang,37.7701,114.5312,415
Skenderaj,42.7333,20.7833,183
Mabini,13.72,120.9,598
Kyotango,35.6242,135.0611,169
Miyako,39.6414,141.9571,300
Pontal,-21.0225,-48.0372,543
Campos do Jordao,-22.7389,-45.5908,142
Teplice,50.6444,13.8319,419
Summerville,33.0016,-80.1799,773
Vigia,-0.8583,-48.1417,307
Livingston,55.8834,-3.5157,709
Nicoya,10.1024,-85.4431,114
Bani Walid,31.7619,14.0139,434
Cheremkhovo,53.15,103.0833,103
Cermik,38.1372,39.4511,93
Levittown,40.7241,-73.5125,658
Turtkul,41.55,61.0,306
Geyve,40.5089,30.29,722
Kuchaiburi,22.27,86.17,334
Vyara,21.12,73.4,67
Whangarei,-35.725,174.3236,51
Zabid,14.2,43.3167,476
Sibsagar,26.98,94.63,385
Irondequoit,43.2096,-77.5705,461
Mahmudabad,27.3,81.12,492
Elmshorn,53.7519,9.6511,491
Grapevine,32.9343,-97.0742,354
Goshogawara,40.808,140.4401,682
Jarash,32.2806,35.8972,34
Zumpango,19.7969,-99.0992,401
Marigot,18.2333,-72.3167,88
Covina,34.0903,-117.8818,666
Rio Tinto,41.178,-8.56,79
Ranchuelo,22.3764,-80.151,120
Quirinopolis,-18.4481,-50.4464,558
Beruniy,41.6833,60.75,306
Bikramganj,25.2107,84.2551,714
Agrinio,38.6167,21.4,832
Goksun,38.0211,36.4917,145
Mweka,-4.85,21.5667,464
Chinchina,4.9825,-75.6036,623
Estancia Velha,-29.65,-51.1833,636
Sunamganj,25.071,91.4035,20
Milford city,41.2255,-73.0625,658
Neath,51.66,-3.81,379
Chinnamanur,9.8422,77.3857,700
Draper,40.4957,-111.8605,69
Fafe,41.45,-8.1667,79
Cataingan,12.0028,123.9944,18
Kotka,60.4667,26.9417,197
El Jem,35.2967,10.7128,139
Skien,59.2081,9.5528,81
Lakewood,41.4822,-81.8008,295
Haskah Menah,34.1,70.4667,310
Jaru,-10.4389,-62.4664,477
Metema,12.9667,36.2,54
Sakaidecho,34.3167,133.8667,712
Catalina Foothills,32.3046,-110.8838,121
Arao,32.9833,130.4353,343
Anaiyur,9.9615,78.1118,700
Kosamba,21.48,72.95,67
La Calera,-32.7867,-71.1972,281
Clacton-on-Sea,51.7918,1.1457,9
Cava de' Tirreni,40.7,14.7,2
Emden,53.3669,7.2061,796
Northwich,53.259,-2.518,92
Jaspur,29.2833,78.8167,100
Nichinan,31.6019,131.3786,799
Acireale,37.6167,15.1667,572
Susono,35.1739,138.9068,4
Delano,35.7662,-119.2635,498
Gloria,12.9722,121.4778,598
El Nido,11.1956,119.4075,760
Mahmud-e Raqi,35.0206,69.3306,474
Forbesganj,26.3,87.265,921
San Ignacio,-26.8867,-57.0283,862
Tebourba,36.8333,9.8333,139
Hunedoara,45.7697,22.9203,294
Navirai,-23.065,-54.1908,17
Bas Limbe,19.8,-72.3833,88
Tuyserkan,34.5494,48.4456,593
Laksar,29.749,78.024,100
Youfangcun,37.0042,115.7755,415
Cabreuva,-23.3075,-47.1331,638
El Talar de Pacheco,-34.4719,-58.655,47
Bar Bigha,25.2186,85.7332,297
Tundla,27.2146,78.2368,877
Arles,43.6767,4.6278,767
Boa Viagem,-5.1278,-39.7319,514
Bangued,17.6,120.62,915
Aringay,16.3982,120.3555,585
Haverford,39.9868,-75.3164,162
Tanjombato,-18.95,47.5167,260
Ampitatafika,-18.9333,47.475,260
Plaisance,19.6,-72.4667,88
Wao,7.6404,124.7257,96
Myrnohrad,48.2911,37.2681,860
Chbar Mon,11.45,104.5,224
Ma`an,30.1962,35.7341,485
Amulung,17.8387,121.7235,118
Vargem Grande Paulista,-23.6028,-47.0258,638
Cojutepeque,13.7167,-88.9333,36
Chinu,9.0833,-75.3333,369
Baghpat,28.95,77.22,981
Floresti,46.7475,23.4908,21
Penablanca,17.6258,121.7853,118
Rho,45.5311,9.0406,336
Donsol,12.9083,123.5981,711
Beveren,51.2,4.25,634
Rowley Regis,52.488,-2.05,402
Artur Nogueira,-22.5731,-47.1725,638
Bhawanipur Rajdham,25.6501,87.1396,126
Houten,52.0333,5.1667,954
Yuki,36.3055,139.8766,4
Goslar,51.9072,10.43,27
Ghulakandoz,40.1617,69.4678,268
Gombong,-7.6,109.5167,167
Nes Ziyyona,31.9333,34.8,485
Nakagawa,33.5,130.4167,343
Palpala,-24.25,-65.1167,662
Hamada,34.8992,132.0964,99
Karvina,49.8542,18.5428,506
Moskovskiy,55.6,37.35,404
Adeje,28.1167,-16.7167,129
Gopalpur,24.5583,89.9167,577
Borovichi,58.4,33.9167,893
Willich,51.2631,6.5492,83
Cardona,14.4861,121.2289,170
Qinhe,36.5014,112.3247,816
Bang Bua Thong,13.9099,100.4263,456
Scarborough,54.2825,-0.4,620
Lincoln,38.8774,-121.2937,656
Ercolano,40.8,14.35,2
Sour el Ghozlane,36.1472,3.6906,575
Deressia,9.7603,16.2697,573
Roslavl,53.95,32.8833,547
Itarare,-24.1125,-49.3317,325
Bhadrachalam,17.6688,80.8936,986
Francisco I. Madero,25.7753,-103.2731,944
Sfantu-Gheorghe,45.8636,25.7875,989
Tubod,8.05,123.8,96
Biaora,23.9163,76.9112,886
Sojat,25.92,73.67,943
Yerba Buena,-26.8167,-65.3167,405
Wolossebougou,12.0,-7.9111,265
Yasu,35.0667,136.0333,765
Miyoshi,34.8,132.85,712
Hassan Abdal,33.8195,72.689,588
Murray,40.6498,-111.8874,69
Mazara del Vallo,37.65,12.5833,798
Leith,55.98,-3.17,709
Pamplona,7.3781,-72.6525,500
Heidenheim,48.6761,10.1544,208
Mooresville,35.5847,-80.8266,775
Eger,47.899,20.3747,501
Weert,51.25,5.7,83
Sakubva,-18.9833,32.65,724
Qabb Elias,33.7986,35.825,780
El Ghaziye,33.5186,35.3661,780
Aarsal,34.1794,36.4208,780
Ikot Okoro,4.9,7.7167,727
Sechura,-5.5576,-80.8223,77
Chak Thirty-six North Branch,32.1261,72.7297,988
Rukan,32.4236,73.2722,988
Buni,36.2728,72.2597,588
Chak Sixty-one Gugera Branch,31.5875,73.6897,988
Al Wajh,26.2833,36.4167,936
Abu Hamad,19.5433,33.3378,421
Godinlabe,5.8794,46.6308,412
Ceel Dheere,5.3683,46.1911,412
Tukuyu,-9.25,33.65,201
Kyaliwajjala,0.38,32.6467,23
Aqchah,36.9114,66.1858,74
Krems an der Donau,48.4167,15.6167,758
Bandar Seri Begawan,4.8903,114.9422,664
Kahemba,-7.2829,19.0,43
Gutao,37.2,112.15,816
Xiayang,26.4906,113.7708,190
Dongxishan,27.7056,111.8561,190
Xiazhai,27.6909,107.1837,58
Jieshangya,29.505,110.7653,844
Saoula,36.7,3.0167,575
'Ain el Turk,35.7408,-0.7492,217
Semera,11.7922,41.0086,901
Bogoso,5.5686,-2.0058,452
Tammampatti,11.4381,78.4836,148
Sujanpur,32.3127,75.6012,38
Shiv,26.1831,71.25,943
Bhattu Kolan,29.3872,75.3422,626
Downers Grove,41.7949,-88.0172,263
Louveira,-23.0864,-46.9506,638
Florin,38.4832,-121.4043,656
Al Kharjah,25.44,30.55,246
Sihora,23.4871,80.104,945
Chatra,24.2064,84.8708,714
Rovigo,45.0703,11.7906,522
Parasia,22.1913,78.759,168
Satte,36.0781,139.7259,4
Chake Chake,-5.2395,39.77,152
Middelburg,51.5,3.6167,286
Cypress,33.8171,-118.0386,666
Chahar Dangeh,35.5958,51.3083,196
Simraungadh,26.8894,85.1169,827
Porvoo,60.3944,25.6639,950
Ejeda,-24.35,44.5167,650
Muktagacha,24.7662,90.2562,577
Janin,32.4611,35.3,34
Shankou,24.5032,116.4046,436
Bigadic,39.3925,28.1311,922
Erftstadt,50.8167,6.7667,83
Lorrach,47.6167,7.6667,151
Stouffville,43.9667,-79.25,95
Hilsa,25.32,85.28,297
Poprad,49.0594,20.2975,501
Cuxhaven,53.8611,8.6944,491
Tepeapulco,19.7856,-98.5517,401
Neyriz,29.1928,54.3197,948
Pananaw,5.98,121.25,250
Xankandi,39.8153,46.7519,900
Boaco,12.4667,-85.6667,806
Nohar,29.18,74.77,626
Gediz,38.9939,29.3914,722
Gronau,52.2125,7.0417,796
Ain El Aouda,33.8111,-6.7922,857
Ostersund,63.1792,14.6358,141
Ostroleka,53.0667,21.5667,563
Cerquilho Velho,-23.165,-47.7436,638
Hannan,34.3597,135.2394,765
El Meghaier,33.9506,5.9242,496
Concepcion,-27.3333,-65.5833,405
Novovolynsk,50.7333,24.1667,817
Jeffersonville,38.3376,-85.7026,633
Karapinar,37.7147,33.5508,145
Bhainsa,19.1,77.9667,970
North Bethesda,39.0393,-77.1191,586
Cine,37.6117,28.0614,255
Itupiranga,-5.15,-49.3333,272
Pontevedra,11.48,122.83,688
Selibe Phikwe,-21.9758,27.84,920
Perintalmanna,10.9765,76.2269,33
Padrauna,26.9042,83.9808,827
Bignay,14.7456,120.9961,170
Albi,43.9289,2.1464,194
Gualan,15.1333,-89.3667,609
Azusa,34.1386,-117.9124,666
Yeovil,50.9452,-2.637,684
Coral Gables,25.7037,-80.2715,538
Ridder,50.35,83.5167,463
Wagga Wagga,-35.1189,147.3689,322
Cangucu,-31.4,-52.6833,388
Nanao,37.0431,136.9674,467
Zyryanovsk,49.7453,84.2548,463
Laval,48.0733,-0.7689,503
Perambalur,11.23,78.88,883
Chesterfield,38.6589,-90.5803,182
Irakleio,38.05,23.7667,53
Noshiromachi,40.2121,140.0266,682
Coelho Neto,-4.2569,-43.0128,865
Shawinigan,46.5667,-72.75,59
Aversa,40.9667,14.2,2
Rosario,8.38,126.0,887
Kandangan,-2.7833,115.2667,715
Pirot,43.1667,22.6,925
Cimitarra,6.3167,-73.95,772
Sosua,19.75,-70.52,384
McLean,38.9436,-77.1943,586
San Juan del Cesar,10.7667,-73.0,191
Huancavelica,-12.7864,-74.9756,372
Saint-Herblain,47.2122,-1.6497,503
Kizhake Chalakudi,10.3,76.33,33
Mojo,8.65,39.0833,349
Leonberg,48.8014,9.0131,208
Dumarao,11.2631,122.6878,688
Sesimbra,38.4437,-9.0996,350
Mpigi,0.23,32.33,23
Sulleru,18.5333,83.2167,186
St. Louis Park,44.9488,-93.3649,423
Arakli,40.9333,40.05,733
East Honolulu,21.2975,-157.7211,28
San Pedro,25.7578,-102.9831,944
Rheda-Wiedenbruck,51.8417,8.3,199
Gao,16.2667,-0.05,731
Shakhtarsk,48.0469,38.4686,860
Bad Oeynhausen,52.2,8.8,199
Peddapuram,17.08,82.13,768
Novovyatsk,58.5083,49.6994,987
Payyoli,11.5333,75.6667,445
Tomisato,35.7,140.5667,4
Maria la Baja,10.0,-75.3333,717
East Brunswick,40.4281,-74.4179,328
Santa Lucia del Camino,17.0667,-96.7,793
Kameyama,34.8558,136.4517,835
Monte Alto,-21.2611,-48.4964,543
Bedford,32.8464,-97.135,354
Majalgaon,19.15,76.2333,819
Noveleta,14.43,120.88,170
Catemaco,18.4167,-95.1167,185
Sao Bento do Una,-8.5228,-36.4439,748
Villaguay,-31.85,-59.0167,928
Singen,47.7628,8.84,621
Battipaglia,40.6167,14.9833,2
Gennevilliers,48.9333,2.3,293
Ozgon,40.7667,73.3,437
Pen-y-Bont ar Ogwr,51.507,-3.578,379
Nowshahr,36.6475,51.4931,196
Prudentopolis,-25.2128,-50.9778,325
Suzaka,36.6511,138.3073,467
Prattipadu,16.1878,80.3392,1
Scandicci,43.7544,11.1894,732
Kiblawan,6.62,125.22,499
Karlovac,45.4833,15.55,153
Ksar Hellal,35.6429,10.8911,139
Santiago,-29.1917,-54.8672,525
Arifiye,40.7167,30.3667,722
Mulukuku,13.1503,-84.97,806
Freising,48.4028,11.7489,285
Sebeta,8.9111,38.6214,349
Mozhga,56.45,52.2167,868
Wandan,22.5897,120.4851,536
San Severo,41.6833,15.3833,2
Bagumbayan,14.4744,121.0569,170
Haripur,33.9942,72.9333,588
Mbouda,5.6333,10.25,11
Goba,7.0,39.9833,349
Kapadvanj,23.02,73.07,549
Mailiao,23.75,120.25,902
Edenvale,-26.1411,28.1528,742
Odiongan,12.4,122.0,688
Euclid,41.5903,-81.5188,295
Bergkamen,51.6167,7.6333,622
Asakura,33.4167,130.6667,343
Higashiura,34.9771,136.9656,835
Kizlyar,43.85,46.7167,631
Joliette,46.0167,-73.45,59
Buguruslan,53.6583,52.4358,302
Zargar,37.8,68.65,222
Agustin Codazzi,10.0367,-73.2369,191
Tuodian,24.6907,101.6382,438
Lawrence,39.8674,-85.9904,774
Tennala,11.0,75.9333,33
Fangcun,37.9799,114.549,415
Baicheng,41.7957,81.8715,913
Cintalapa de Figueroa,16.6978,-93.7203,654
Carmen,9.82,124.2,866
Midori,36.3948,139.2811,4
Ceres,37.5952,-120.962,134
Samaniego,1.35,-77.6,143
Yong'an,31.0206,109.4587,844
Straubing,48.8833,12.5667,750
Qalat,32.1061,66.9069,726
Kaedi,16.1506,-13.5056,618
University,28.0771,-82.4335,345
Notse,6.9483,1.1681,997
Ramnagar,25.28,83.03,934
Biloxi,30.4426,-88.9514,219
Tunuyan,-33.5667,-69.0167,911
Lulea,65.5844,22.1539,370
San Marcos,14.9653,-91.7958,360
Slonim,53.0833,25.3167,171
Saray,41.4411,27.9216,104
Suresnes,48.87,2.22,293
Luwero,0.8331,32.4994,23
Guozhen,34.3668,107.198,743
Hikari,33.9619,131.9422,99
Kefamenanu,-9.4467,124.4781,202
Malabang,7.5903,124.0703,96
Sungurlu,40.161,34.377,210
Yamaga,33.0169,130.6828,343
El Dorado Hills,38.675,-121.049,656
Nahuizalco,13.7833,-89.7333,36
Pio Duran,13.03,123.45,711
Naugachhia,25.4,87.1,126
Ardea,41.6167,12.55,270
Lesnoy,58.6333,59.7833,810
Frankenthal,49.5333,8.35,433
Karlovy Vary,50.2306,12.8725,164
Vinzons,14.1739,122.9081,984
La Libertad,15.5,-91.8333,360
Port-Vila,-17.7333,168.3167,639
Bornheim,50.7592,7.005,622
Oamishirasato,35.5167,140.3167,4
Misterbianco,37.5167,15.0,572
Cerritos,33.8678,-118.0686,666
Nizampur,21.1117,74.33,67
Farajok,3.8724,32.4792,846
Song Doc,9.0333,104.8167,224
Jaggisettigudem,17.1167,81.3,986
Dulag,10.9525,125.0317,450
Rye,41.0075,-73.6872,658
Changyon,38.2517,125.1021,867
Valladolid,20.6894,-88.2017,249
Suwa,36.0391,138.114,467
Burleson,32.517,-97.3344,354
Libona,8.3333,124.7433,96
Eltham,51.451,0.052,218
Fouka,36.6667,2.75,575
Portage,42.2,-85.5906,683
Rimouski,48.45,-68.53,804
Al Mayadin,35.0183,40.4533,544
Barnstable,41.6655,-70.3639,131
Courtenay,49.6878,-124.9944,14
Alcala,15.8468,120.5218,585
Upplands Vasby,59.5167,17.9167,937
`Akko,32.9278,35.0817,34
Kangar,6.4333,100.2,475
Dublin,40.1112,-83.1454,146
Panay,11.5553,122.7931,688
Dumingag,8.155,123.345,628
Nomimachi,36.447,136.5541,467
Jimenez,27.13,-104.9067,221
Couva,10.4167,-61.45,519
Hampstead,51.5541,-0.1744,218
Godda,24.827,87.2125,126
Telerghma,36.1167,6.3667,247
Takeocho-takeo,33.2,130.0167,343
Empoli,43.7167,10.95,732
Badurpalle,17.5468,78.365,382
Washington,39.7469,-75.0724,162
Santo Domingo Suchitepequez,14.4667,-91.4833,360
Saint-Priest,45.6964,4.9439,807
Vertientes,21.2569,-78.1492,251
Waalwijk,51.6833,5.0667,954
Shimotsucho-kominami,34.15,135.2167,765
Ain Fakroun,35.9667,6.8667,247
Cacongo,-5.2333,12.1333,565
Vincennes,48.8478,2.4392,293
Chikugo,33.2122,130.5019,343
Jales,-20.2689,-50.5458,558
Nikaweratiya,7.7475,80.1156,387
Bastia,42.7008,9.4503,732
Ocotal,13.6333,-86.4833,266
Sanare,9.7822,-69.7931,734
El`ad,32.0522,34.9511,485
Sesto Fiorentino,43.8319,11.1994,732
Tunglangan,-8.4167,115.3,91
Tucano,-10.9628,-38.7869,22
Poway,32.9871,-117.0201,30
Lal-lo,18.2,121.6622,118
Cedar Hill,32.581,-96.9591,354
Harderwijk,52.35,5.6167,408
Verrettes,19.05,-72.4667,88
Boucan Carre,18.9667,-72.2,88
Dongzhang,37.935,115.0839,415
Takahama,34.9275,136.9878,835
Everett,42.4064,-71.0545,131
Mladenovac,44.4333,20.7,674
Koduvalli,11.3594,75.9111,445
Garmsar,35.2206,52.3389,196
Guntakal Junction,15.1711,77.3624,516
Gooty,15.121,77.634,516
Mantova,45.1564,10.7917,57
Brejo da Madre de Deus,-8.15,-36.3667,748
Roman,46.93,26.93,599
Stillwater,36.1317,-97.0742,110
Barendrecht,51.85,4.5333,954
Colcapirhua,-17.4167,-66.25,643
Amora,38.623,-9.12,350
Caraballeda,10.6131,-66.8506,160
Zajecar,43.9167,22.3,674
Bantval,12.8905,75.0349,876
Barotac Viejo,11.05,122.85,688
Angol,-37.8,-72.7167,130
Soest,51.5711,8.1092,622
Leiktho,19.2222,96.5811,839
Batajnica,44.9,20.2833,123
Titusville,28.5727,-80.8193,836
Namtu,23.0925,97.4011,999
Yenangyaung,20.4597,94.8742,390
Martigues,43.4053,5.0475,553
Sao Joaquim da Barra,-20.5808,-47.855,543
Omitama,36.2393,140.3526,4
Masagua,14.2,-90.85,762
Orangetown,41.0527,-73.9475,328
Cwmbran,51.653,-3.021,684
Inabanga,10.03,124.07,866
Suzukawa,35.3767,139.3847,4
Nyaungu,21.2,94.9167,390
Sutton in Ashfield,53.125,-1.261,620
Siocon,7.7067,122.1361,628
Kilvisharam,12.9143,79.2854,524
Begoro,6.3833,-0.3833,452
Liujiaxia,35.9423,103.3146,809
Niagara Falls,43.0921,-79.0147,995
Khairabad,27.53,80.75,492
'Ain Azel,35.8433,5.5219,570
Kyle,29.9932,-97.8852,824
Jasdan,22.03,71.2,378
Etterbeek,50.8333,4.3833,634
Upperu,16.6427,77.4874,382
Kawkareik,16.5556,98.24,931
Leesburg,39.1057,-77.5544,586
Pedreira,-22.7419,-46.9014,638
Chieti,42.35,14.1667,270
Mangalapadi,12.6431,74.9194,876
Kurganinsk,44.8667,40.6167,13
Wakema,16.6,95.1833,347
Dollard-des-Ormeaux,45.4833,-73.8167,59
Asadabad,34.8742,71.1528,588
West Orange,40.7893,-74.2628,328
Babaeski,41.4325,27.0931,104
Kozlu,41.4333,31.75,912
Minalin,14.97,120.68,170
Welwyn Garden City,51.8062,-0.1932,218
Damavand,35.6928,52.0467,196
Erlin,23.9229,120.4091,902
Waterford,52.2567,-7.1292,242
Stade,53.6008,9.4764,491
Collegno,45.0833,7.5833,616
Beni Yakhlef,33.6555,-7.3221,857
Kalima,-2.5667,26.6167,188
San Pedro Mixtepec,16.0,-97.1169,793
Alsdorf,50.8833,6.1667,83
Alajuela,10.164,-84.2645,114
Grasse,43.6667,6.9167,97
IJmuiden,52.4586,4.6194,954
Mandeville,18.0333,-77.5,830
Upper Buchanan,5.9161,-10.0525,739
Tuba,16.3928,120.5603,585
Levakant,37.8667,68.9167,222
Asuncion Mita,14.3333,-89.7167,36
Vite,17.2711,74.5378,972
Kara-Balta,42.8333,73.85,15
Nong Khai,17.8681,102.7444,426
Beypazari,40.1703,31.9211,912
Jiashizhuangcun,37.8683,114.9478,415
Westfield,40.0341,-86.1529,774
Mahayag,8.1297,123.4383,96
Ishigaki,24.3406,124.1556,7
Berastagi,3.1833,98.5167,627
Chhagalnaiya,23.0395,91.5146,787
Titao,13.25,-2.05,645
Little Elm,33.1858,-96.9295,354
Morden,51.4015,-0.1949,218
Dongshan,22.0597,112.8319,149
Can,40.0275,27.0475,104
Duyen Hai,9.6331,106.4975,224
Santa Rita,14.9953,120.6153,170
Homnabad,17.7707,77.1252,226
Joshimath,30.555,79.565,100
Sanmu,35.6,140.4167,4
Qulicun,22.565,107.8022,243
Dachau,48.2603,11.4342,285
Smethwick,52.4931,-1.9686,402
Hagere Hiywet,8.9833,37.85,349
Shuishang,23.4319,120.4147,902
Florida,-34.5167,-58.5,47
Playas,-2.63,-80.39,77
Middletown,41.5476,-72.6549,658
Gumia,23.8106,85.8232,334
Alta Gracia,-31.6667,-64.4333,778
Finike,36.3,30.15,255
Kirkcaldy,56.1107,-3.1674,709
Shelekhov,52.2167,104.1167,103
Faya,17.9169,19.1167,764
Bokaro,23.7871,85.9564,334
North Highlands,38.6713,-121.3721,656
Ami,36.0308,140.2148,4
Durham,54.7761,-1.5733,956
Dornbirn,47.4139,9.7444,621
Bacolor,14.9984,120.6526,170
Balimbing,5.0728,119.8847,250
Tuckahoe,37.5878,-77.5858,586
Wake Forest,35.9632,-78.514,181
Scafati,40.7536,14.5253,2
Minot,48.2375,-101.278,125
Araci,-11.3328,-38.9669,22
Roswell,33.373,-104.5294,289
Nettuno,41.4575,12.6611,270
Colonia del Sol,22.9125,-109.9208,429
Bocaiuva,-17.1078,-43.815,533
Aquidauana,-20.4708,-55.7869,803
Kanye,-24.9833,25.35,319
Kashira,54.8333,38.1667,213
Monroe,40.3191,-74.4286,328
Hennef,50.7833,7.2833,622
Tunduru,-11.0667,37.35,368
Liutuancun,36.945,119.395,386
Santangpai,27.4008,111.9942,190
Nangal Township,31.385,76.375,488
Ena,35.4492,137.4128,835
Monopoli,40.95,17.3,930
Yongping,37.0103,109.8243,29
Cuetzalan,20.0333,-97.5167,70
Ash Shaykh Badr,34.9833,36.0833,780
Kasuya,33.6167,130.4833,343
Iwakura,35.2794,136.8714,835
Okhtyrka,50.303,34.892,891
Basoko,1.2333,23.6,677
Sadaseopet,17.6203,77.9539,382
New Washington,11.6483,122.4339,688
Hoskote,13.0721,77.7892,468
Barras,-4.2469,-42.2958,865
Clondalkin,53.3203,-6.3947,242
Carepa,7.7578,-76.6553,369
Bhamo,24.2667,97.2333,999
Wauwatosa,43.0616,-88.0347,740
Bothell,47.7735,-122.2044,513
Birendranagar,28.6,81.6333,492
Glenview,42.0825,-87.8214,263
Vila Verde,41.65,-8.4333,79
Tibigan,9.95,123.97,866
Figueras,42.2667,2.965,910
Dyero,13.6858,-5.8342,847
Chong Nonsi,13.6965,100.5427,456
Rockwall,32.9169,-96.4374,354
Baguanos,20.7631,-76.0297,251
Golpayegan,33.4508,50.2817,552
Jalandhar Cantonment,31.286,75.615,38
Cornwall,45.0275,-74.74,707
La Reja,-34.6394,-58.8283,47
Horsholm,55.8803,12.5081,567
Pativilca,-10.6958,-77.7742,470
Jiquilisco,13.3167,-88.5833,690
Monte Santo,-10.4378,-39.3328,22
Luwuk,-0.9396,122.79,241
Donetsk,48.3333,39.9333,603
Wilson,35.7311,-77.9284,181
Victoriaville,46.05,-71.9667,592
Oranienburg,52.7544,13.2369,929
Bhatkal,13.9853,74.5553,876
Higashine,38.4313,140.3911,590
Guroymak,38.5769,42.0211,193
Agueda,40.5744,-8.4481,79
Ad Darwa,33.4167,-7.5333,857
Al Madrah Sama'il,23.3103,57.9455,259
Tremembe,-22.9597,-45.5403,142
Dungarpur,23.84,73.72,549
Mamburao,13.2233,120.596,598
Diamantina,-18.2489,-43.6,823
Rancho Santa Margarita,33.6318,-117.5988,30
Chandrawada,21.6525,69.6746,378
Kamidani,34.1575,135.2397,765
Zawiercie,50.5,19.4167,506
Monte Carmelo,-18.7267,-47.4994,881
Ocosingo,16.9072,-92.0961,654
Vale de Cavalos,38.65,-9.15,350
Montrouge,48.8172,2.3219,293
Amahai,-3.3331,128.919,697
Ambatondrazaka,-17.8256,48.4289,856
Pabellon de Arteaga,22.15,-102.2667,316
La Mirada,33.9025,-118.0093,666
Georgina,44.3,-79.4333,95
Sao Benedito,-4.0489,-40.865,214
Tonami,36.6475,136.9622,467
Antelope,38.7153,-121.361,656
Hilo,19.6883,-155.0863,28
San Lorenzo,-28.12,-58.77,983
Invercargill,-46.4131,168.3475,335
Longchamps,-34.85,-58.3833,47
Gracias,14.5889,-88.5819,690
Landau,49.2,8.1167,433
Ono,34.8497,134.9342,169
Yumbe,3.465,31.245,442
Chetouane,34.9203,-1.2897,217
Al Aaroui,35.0029,-3.0311,845
Gava,41.3072,2.0039,396
Hitachi-ota,36.5383,140.5309,4
Dumka,24.42,87.34,737
`Amuda,37.1042,40.93,672
Yecun,33.7663,110.1305,324
Kokkola,63.8367,23.1333,370
Catriel,-37.8667,-67.8333,649
Helsingor,56.0361,12.6083,567
Chioggia,45.2196,12.2789,522
Sogod,10.38,124.98,450
Pampan,9.4511,-70.4758,734
Vich,41.9303,2.2547,910
Mairena del Aljarafe,37.3333,-6.0667,422
Lamia,38.9,22.4333,832
San Luis Obispo,35.2669,-120.669,498
Puerto Lempira,15.2667,-83.7667,266
Bunawan,8.18,125.99,887
Rengam,1.8833,103.4,797
Gaocheng,30.0167,100.2667,225
Okaya,36.0671,138.0493,467
Buena Vista Tomatlan,19.2102,-102.5869,952
Azna,33.4597,49.4547,593
Egg Harbor,39.3787,-74.6102,162
Changanacheri,9.4667,76.55,579
