city,latitude,longitude,cluster
Pomaz,47.6431,19.0196,885
Castelfidardo,43.4631,13.55,882
Kreminna,49.05,38.2167,860
Svatove,49.415,38.155,860
San Vicente Pacaya,14.4161,-90.6392,762
Ocean Springs,30.4082,-88.7861,219
Fatick,14.3333,-16.4069,133
Kronberg,50.1833,8.5,532
Devadanappatti,10.1467,77.6439,700
Basse Santa Su,13.3167,-14.2167,808
Unhel,23.3379,75.5593,211
Winder,33.9917,-83.7218,530
Hardinxveld-Giessendam,51.8167,4.8333,954
Amvrosiivka,47.7833,38.4833,860
Foum el Anser,32.3718,-6.2613,332
Belo Campo,-15.0378,-41.26,979
Tallmadge,41.1023,-81.4216,295
San Blas Atempa,16.3167,-95.2167,185
Tilothu,24.8051,84.0833,714
Niar,38.2369,48.3272,880
Konz,49.7,6.5833,738
Nordestina,-10.8333,-39.4333,22
Fairmont,39.4768,-80.1491,613
Korsun-Shevchenkivskyi,49.4833,31.2833,365
Quitandinha,-25.8719,-49.4978,325
Kumarapuram,8.2922,77.3215,291
Santa Marinella,42.0333,11.85,270
Langen,53.6167,8.5833,199
Srikhanda,23.5981,88.0799,737
North Babylon,40.7314,-73.3248,658
Inhapi,-9.2189,-37.7539,376
Crowley,32.5781,-97.3585,354
North Bay Shore,40.7602,-73.2617,658
Aragarcas,-15.9025,-52.2419,961
Harij,23.7,71.9,549
Tinajeros,14.6733,120.969,170
Longjia,19.1487,110.3209,112
Rio Maria,-7.3108,-50.0478,413
Bhawanipur,26.4361,84.7356,827
Itapororoca,-6.85,-35.25,161
Hampton,40.5844,-79.9534,613
Sanpaicun,24.6642,112.2935,696
Bracciano,42.1,12.1833,270
East Goshen,39.9934,-75.5478,162
Straseni,47.1333,28.6167,206
Walcourt,50.25,4.4167,634
Greene,39.9543,-77.5668,0
Cesario Lange,-23.2267,-47.9531,638
Sigmaringen,48.0867,9.2164,621
Franklin Park,41.9361,-87.8794,263
Cuautitlan,19.4522,-104.3583,660
Clonmel,52.3539,-7.7116,888
Qatlupur,28.7733,77.1593,981
Illertissen,48.2167,10.0833,208
Mumford,5.2625,-0.7578,452
Assa,28.6086,-9.4269,814
Filomeno Mata,20.2,-97.7,70
Chennevieres-sur-Marne,48.7983,2.5339,293
Agarpur,25.1957,87.0423,126
Nytva,57.95,55.3333,41
Baependi,-21.95,-44.8833,142
Santiago Ixcuintla,21.811,-105.2079,6
Sao Benedito do Rio Preto,-3.3333,-43.5833,694
El Transito,13.35,-88.35,690
Olten,47.35,7.9,151
Ecully,45.7753,4.7783,807
Noci,40.8,17.1333,930
Chhoti Sadri,24.38,74.7,211
Krasyliv,49.6519,26.9706,410
Newburyport,42.8124,-70.8878,131
Campo de la Cruz,10.3778,-74.8814,717
Stekene,51.2,4.0333,634
San Rafael Pie de la Cuesta,14.9333,-91.9167,360
Cagdianao,9.92,125.67,887
Worth am Rhein,49.0517,8.2603,433
Louviers,49.22,1.17,754
Saladas,-28.25,-58.6167,983
Ammapettai,10.7948,79.3199,883
Almondbury,53.6344,-1.7489,620
Redland,39.1339,-77.1464,586
Nari Bhadaun,26.0065,86.2509,440
Maryland City,39.1016,-76.8051,586
Cortes,9.72,123.88,866
Buenavista,8.6805,-75.2554,369
Apastepeque,13.6667,-88.7667,690
Sendarappatti,11.4373,78.5215,148
Capoeiras,-8.735,-36.6269,829
Mineros,-17.1178,-63.2331,122
Lake Ronkonkoma,40.8297,-73.1128,658
Mirante do Paranapanema,-22.2919,-51.9064,647
Daryabad,26.8922,81.5556,492
Lamrasla,32.0247,-8.9153,580
Xintian,23.1427,103.5489,710
West Haven,41.2083,-112.0541,69
Picui,-6.5167,-36.35,161
Anandpur,31.2393,76.5025,488
Rizal,14.1083,121.3917,598
Novopavlovka,42.87,74.48,15
Cran-Gevrier,45.9097,6.1107,898
Pembroke,42.0655,-70.8014,131
Memuro-minami,42.9167,143.05,128
Sandare,14.7,-10.3,19
Shaoyu,34.0629,105.3672,275
Nuuk,64.1814,-51.6942,257
Skydra,40.7667,22.15,832
Calverton,39.0578,-76.9488,586
Karuppur,11.717,78.0924,148
Tha Bo,17.8494,102.5858,426
Taio,-27.1,-49.9833,863
Melzo,45.5,9.4167,336
San Jose Tenango,18.15,-96.7333,635
Lora del Rio,37.65,-5.5167,422
Carrieres-sous-Poissy,48.9486,2.0394,293
Talata-Volonondry,-18.75,47.65,260
Riachao do Dantas,-11.0689,-37.725,22
Pully,46.5167,6.6667,898
Pontalina,-17.52,-49.4392,124
Morretes,-25.4769,-48.8339,325
Gerd Faramarz Shahediyeh,31.9417,54.2677,698
Abrandabad-e Shahediyeh,31.9408,54.2736,698
Kitagata,35.4333,136.6833,835
Nossombougou,13.1,-7.9333,265
Nehbandan,31.5436,60.0372,976
Mangualde,40.6042,-7.7611,79
Belem de Sao Francisco,-8.7578,-38.9639,376
Lenoir,35.9094,-81.5249,775
Do'stlik Shahri,40.5247,68.0358,268
Hadleigh,51.5535,0.6095,9
Beloozerskiy,55.4589,38.4411,213
Sint-Genesius-Rode,50.75,4.35,634
Ommen,52.5167,6.4167,796
Volochysk,49.5333,26.1667,410
Puttlingen,49.2833,6.8833,738
Bingley,53.846,-1.836,620
Rutigliano,40.9333,16.9,930
Aveiro,-3.6167,-55.3167,333
Taung,-27.5625,24.7481,720
Slyudyanka,51.6333,103.75,103
Szigethalom,47.3154,19.0078,885
Sakoueba,13.3119,-6.28,847
Navraftor,37.7333,68.7667,222
Senkaya,40.5619,42.3464,193
Panama City Beach,30.237,-85.8776,448
Pinecrest,25.665,-80.3042,538
Parchim,53.4167,11.8333,795
Palos Hills,41.6986,-87.8266,263
Fomboni,-12.28,43.7425,494
Santa Fe,16.1592,120.9378,585
Kadan,50.3761,13.2714,164
Paraibano,-6.5,-44.0167,62
Rampur,26.4424,89.8038,346
Kristiansund,63.1104,7.7279,959
Mannara,8.5614,77.1263,291
Rosendael,51.0413,2.4037,286
Phelan,34.4398,-117.5248,30
Ait Bouchta,35.1056,-3.8503,845
Bni Bouayach,35.0986,-3.8397,845
Tarrega,41.6469,1.1392,396
Kasba Maker,25.9591,85.0316,35
Somerset,41.7404,-71.1612,131
Concord,42.462,-71.3639,131
Burlington,39.0223,-84.7217,146
Paraibuna,-23.3861,-45.6622,142
Yupiltepeque,14.2,-89.7833,36
Siloe,-29.9836,27.2792,136
Bideford,51.016,-4.209,379
Luz,-19.8008,-45.6858,375
Ban Mai,14.9629,102.0314,825
Monte Cristo,-31.3431,-63.9444,778
Regensdorf,47.4333,8.4667,621
Yoichi,43.2,140.7833,128
Mulanur,10.7943,77.7115,800
Shuangluan,40.9608,117.7939,46
South Orange Village,40.7491,-74.2602,328
Bagnols-sur-Ceze,44.1623,4.6193,767
Moissy-Cramayel,48.6269,2.5931,293
Staveley,53.2694,-1.3484,620
Asakapalle,17.7364,83.3,186
Mathurapur,25.5112,86.4557,440
Pisz,53.6167,21.8,769
Shaw,53.5783,-2.0951,92
Amsterdam,42.942,-74.1906,497
Savastepe,39.3839,27.6547,922
Narayankher,18.0333,77.7833,382
Monforte de Lemos,42.5164,-7.5161,640
Sivandipuram,8.7811,77.3428,291
Santa Iria da Azoia,38.8464,-9.0881,350
Manchester,38.583,-90.5064,182
Carrigaline,51.8166,-8.3905,888
Comodoro,-13.65,-59.7833,477
Kanp,25.8337,86.7402,440
Ikniwn,31.1736,-5.6733,332
Calera de Tango,-33.6302,-70.7616,281
Leczna,51.3,22.8833,238
Centralia,46.7223,-122.9696,513
Fulwood,53.365,-1.544,620
Antanambao,-15.1667,50.3667,312
Ocean Acres,39.743,-74.2805,162
Eski-Nookat,40.2658,72.6181,437
Kingstowne,38.7625,-77.1444,586
Kottukal,8.8833,76.9,579
Julio de Castilhos,-29.2269,-53.6817,525
Manga,-14.7558,-43.9319,533
Budrio,44.55,11.5333,57
Galaat el Andeless,37.0625,10.1183,139
Mahiari,22.59,88.24,233
Bad Segeberg,53.9167,10.3167,491
Kurakhove,47.9833,37.2667,860
Baixa Grande,-11.96,-40.1678,566
El Astillero,43.4017,-3.8194,562
Pieksamaki,62.3003,27.1642,197
Bronte,37.7833,14.8333,572
Pijijiapan,15.6833,-93.2167,654
Zielonka,52.3008,21.1586,563
Taqah,17.0372,54.4036,725
Bani Hasan ash Shuruq,27.9333,30.8833,996
Nazare Paulista,-23.1808,-46.395,638
Farias Brito,-6.9272,-39.5728,675
Bettioua,35.8,-0.2667,217
Taku,33.2833,130.1167,343
Gameleira,-8.5833,-35.3833,748
Sipacate,13.9333,-91.15,762
Stillorgan,53.2888,-6.1958,242
Tirunageswaram,10.9646,79.4293,883
Sahna,30.4293,75.3813,626
Filadelfia,-22.34,-60.03,480
Sikhio,14.9,101.7167,825
Blindio,11.6133,-6.3444,471
Serrita,-7.9333,-39.3167,675
Dagana,16.4833,-15.6,618
Amaraji,-8.4,-35.45,748
Kudatini,15.15,76.92,923
Budhni,22.7825,77.682,886
Kishi,35.3333,139.1333,4
Shaying,25.974,105.4233,517
Konskie,51.2,20.4167,563
Santiago de Maria,13.4833,-88.4667,690
Bet She'an,32.5,35.5,34
North Massapequa,40.7031,-73.4678,658
Kiangara,-17.9667,47.0333,260
Ranquitte,19.4167,-72.0833,88
Griffith,-34.29,146.04,12
Palamos,41.85,3.1292,910
San Sebastian Tutla,17.0667,-96.6667,793
Udaipura,23.0743,78.5111,168
Pelham,43.0333,-79.3333,995
Plymouth,40.1115,-75.2976,162
Washington,40.7877,-74.7918,328
Bedesa,8.9,40.7833,349
Sarvestan,29.2739,53.2203,948
Taufkirchen,48.05,11.6167,285
`Anbarabad,28.4794,57.8414,348
Rikuzen-Takata,39.028,141.6254,300
Oyama,35.3601,138.9873,4
Concord,39.8741,-75.5135,162
Solonopole,-5.7333,-39.0167,514
Dapi,23.6494,120.4254,902
Oconomowoc,43.0996,-88.4948,740
Quibaxi,-8.5,14.5833,523
Aldo Bonzi,-34.7083,-58.5181,47
Mohiuddinnagar,25.5737,85.6694,297
Steubenville,40.3653,-80.6519,613
South Fayette,40.3556,-80.1617,613
Warminster,51.205,-2.181,684
Gossau,47.4167,9.25,621
Sycamore,41.9957,-88.6821,263
Vredendal,-31.6644,18.5061,441
Logansport,40.7472,-86.352,774
Bhadrapur,26.5444,88.0944,921
Meishan,23.5607,120.6296,902
Tummalapenta,14.8997,80.0687,228
Redhill,51.2393,-0.1726,218
Laives,46.4333,11.3333,522
Asane,60.4711,5.3272,959
Kottapalle,17.2918,81.8939,768
Corbetta,45.4667,8.9167,336
Petawawa,45.9,-77.2833,707
Colonial Heights,37.265,-77.3969,586
Xochiatipan de Castillo,20.8333,-98.285,70
Zinvie,6.6167,2.35,177
Starodub,52.5833,32.7667,547
Qishe,24.9232,104.7218,710
Guayama,17.9743,-66.1104,40
El Achir,36.0667,4.6333,570
Heckmondwike,53.708,-1.67,620
Bouarouss,34.3667,-4.8167,648
Lavasan,35.8183,51.6383,196
Inga,-7.2678,-35.6128,161
Trujillo,4.25,-76.3333,623
Piatykhatky,48.4136,33.7028,614
Citluk,43.2,17.7,320
Keskin,39.6731,33.6136,974
Heusweiler,49.35,6.9167,738
Minamishibetsucho,43.55,141.9167,128
Dobrush,52.4167,31.3167,138
Pinabacdao,11.62,124.98,18
Yoshimi,36.0399,139.4538,4
Schofield Barracks,21.4936,-158.0617,28
Palanga,55.9167,21.0667,769
Andalucia,4.1667,-76.1667,623
Una,-15.2833,-39.0667,280
Tominian,13.2833,-4.5833,847
Gangwuzhen,25.9644,105.3376,517
Portsmouth,38.7538,-82.9445,146
Svilengrad,41.7667,26.2,641
Beerse,51.3167,4.8667,634
San Pedro,4.0,-76.2292,623
Sangre Grande,10.5667,-61.1333,519
Canby,45.2652,-122.6867,248
Dumri,25.5356,85.5996,297
Jora Khurd,26.4893,77.9758,108
New Castle,41.1841,-73.7721,658
Bourbonnais,41.183,-87.8784,263
Menasha,44.2125,-88.4271,740
Lomianki,52.3333,20.8833,563
Ouankoro,13.3833,-3.8333,137
Louny,50.3572,13.7969,419
Cirie,45.2333,7.6,616
Pottanur,11.1098,77.9888,148
Feyzabad,35.0183,58.7839,561
Terra Roxa d'Oeste,-24.1569,-54.0969,17
Barhampur,25.5976,84.3011,35
Ambiula,-7.4333,14.65,523
Raisari,26.1319,87.0238,921
Coronda,-31.9667,-60.9167,351
Poulton le Fylde,53.847,-2.995,92
Rampur,21.0735,84.3409,495
Convencion,8.8333,-73.2,403
Polohy,47.4833,36.25,776
Gandarbal,34.2262,74.7748,460
Faches-Thumesnil,50.5994,3.0744,286
Manikpur,25.91,86.821,440
McAlester,34.9257,-95.7734,110
Caldas de Montbuy,41.6292,2.1694,396
Paharpur,25.5681,85.3763,297
Shorewood,41.5169,-88.2146,263
Campos Belos,-13.0369,-46.7719,968
Mure,34.3376,134.1397,712
Niles,41.1879,-80.7531,295
White Settlement,32.7554,-97.4605,354
Binh Minh,10.0961,105.7894,224
Varjota,-4.1939,-40.4769,214
Fort Carson,38.7095,-104.772,166
Maoussa,35.3833,0.25,217
Hybla Valley,38.7484,-77.0821,586
Pavullo nel Frignano,44.3333,10.8333,57
San Vito dei Normanni,40.6581,17.7078,786
Grossenhain,51.2833,13.55,419
Borgo San Lorenzo,43.95,11.3833,732
Kikube,1.3328,31.2075,23
Berkhampstead,51.76,-0.56,218
Cofradia,15.4168,-88.1603,609
Belterra,-2.6358,-54.9369,333
Dolny Kubin,49.2106,19.2975,506
Southeast,41.4032,-73.5985,658
Tora,21.3262,83.6708,632
Chapelle,19.4167,-72.55,88
Antonina,-25.4289,-48.7119,325
General Juan Madariaga,-37.0167,-57.1333,788
Madalena,-4.8569,-39.5769,514
Heguri,34.6333,135.7,765
Cudahy,42.9467,-87.8641,740
Calenzano,43.8667,11.1667,732
Barikot,29.04,82.33,492
Ghouazi,34.4667,-5.3,648
Agua Azul do Norte,-6.7908,-50.4669,413
Kopa,25.8513,84.6308,35
East Riverdale,38.96,-76.9109,586
Arajpur,25.5197,87.0808,126
Wandsworth,51.455,-0.192,218
Mayorga,10.9,125.0,450
Bobingen,48.2667,10.8167,285
Kety,49.9,19.2167,506
Ricaurte,1.2108,-77.9933,143
Manyas,40.0464,27.97,104
Pedra Preta,-16.6228,-54.4739,961
Sao Tiago de Custoias,41.2,-8.633,79
Oroszlany,47.4833,18.3167,885
Fuente-Alamo de Murcia,37.7394,-1.1881,755
Luganville,-15.5333,167.1667,639
Ismaning,48.2264,11.6725,285
Tottiyam,10.988,78.3363,148
Scarsdale,40.9902,-73.7773,658
Bidestan,36.2308,50.1236,196
Kotta Kalidindi,16.5032,81.2877,986
Santa Ana,14.5277,121.0766,170
Sidi Allal Tazi,34.5197,-6.3236,39
Tlacoachistlahuaca,16.7833,-98.2,793
Ambala,17.65,79.05,571
Libjo,10.196,125.5328,450
Myslenice,49.8347,19.9389,506
San Vicente,6.2819,-75.3322,10
Badkulla,23.3036,88.5302,233
Spanish Lake,38.7884,-90.2077,182
Middelharnis,51.75,4.17,954
Annakunnu,11.7463,76.0415,445
Vilavur,8.2669,77.3052,291
Buadiposo-Buntong,7.97,124.38,96
Nigran,42.1419,-8.8056,640
Chodziez,52.9833,16.9,653
Taperoa,-13.5333,-39.0833,363
Timri,12.2,75.3861,445
Whitestown,43.135,-75.3404,461
Carmelo,-34.0,-58.2833,47
Sunbury,51.423,-0.424,218
Mwanza,-15.5986,34.5178,231
Abangaritos,10.2492,-85.0268,114
Frankenberg,51.0589,8.7967,532
Bryn Mawr-Skyway,47.4949,-122.241,513
Keszthely,46.7696,17.2481,758
Targu Neamt,47.2025,26.3586,896
Cristinapolis,-11.4758,-37.755,22
San Pedro,8.7333,-74.7167,403
Porto Novo,17.019,-25.064,274
Schwechat,48.1411,16.4786,758
Destelbergen,51.05,3.8,286
Gidi,23.6909,85.3641,334
Valenza,45.0167,8.65,336
Piossasco,44.9833,7.4667,616
Zuhres,48.0167,38.2667,860
Matigou,37.6043,109.9024,29
Koratagere,13.522,77.2373,329
Lakshmaneswaram,16.4082,81.6867,986
Tordera,41.7008,2.72,910
Ulao,25.4165,86.0936,440
Banbalah,35.7,10.8,139
Buchen in Odenwald,49.5217,9.3233,208
Tillmans Corner,30.5819,-88.2128,448
Fecamp,49.76,0.38,754
Itabera,-23.8619,-49.1372,325
Jasien,54.3667,18.6333,64
Fundao,-19.9328,-40.4069,189
Dumont,40.9452,-73.9923,328
Campina Verde,-19.5333,-49.4833,558
Toyono,34.9189,135.4942,765
Marcos,18.0444,120.6786,915
Marsciano,42.9167,12.3333,882
Rwamagana,-1.95,30.4333,188
Nipomo,35.0319,-120.4985,498
Soisy-sous-Montmorency,48.9886,2.3006,293
Biro,9.9,2.9333,510
Ashtabula,41.8805,-80.7984,295
Sakri,26.2197,86.0853,855
Terrell,32.734,-96.2931,354
Dbaiye,33.9353,35.5897,780
Antsampanimahazo,-19.64,47.158,963
Antanambe,-16.4333,49.85,397
Manampatrana,-21.65,47.5833,398
Alakamisy,-20.2,47.3167,98
Maroteza,-22.3,47.2,746
Bemahatazana-Belobaka,-19.35,46.0,963
Vohilengo,-17.3,49.4167,856
Amboahangibe,-14.1333,49.8167,312
Mahazoma,-17.1667,46.5667,5
Ambongo,-23.45,47.2667,746
Alatsinainy Ialamarina,-21.5333,47.3,398
Analaiva,-20.3333,44.5,916
Maroaloka,-25.1667,46.2,822
Belobaka,-18.9833,45.6833,963
Ankofa,-15.4,49.65,397
Matsakabanja,-15.9167,45.8333,5
Ambovombe Afovoany,-20.7667,47.0833,398
Tsianisiha,-22.9,43.5833,957
Beantake,-23.8,44.3,650
Behenjy,-19.2,47.4833,260
Tranoroa,-24.7,45.0667,227
Qal`ah-ye Zal,37.015,68.4672,222
General Deheza,-32.7564,-63.7889,778
Al Hamalah,26.1497,50.4653,669
Ad Diraz,26.2186,50.4756,669
Doruma,4.7333,27.7,361
Yoboki,11.5167,42.1,901
Mickleover,52.901,-1.552,402
Gondar,29.5667,76.7833,981
Tankara,22.656,70.748,378
Ghogaon,21.91,75.7,515
Mahraurh,25.2378,84.1017,714
Tall Qasab,36.2583,41.9431,672
Athar,26.0392,86.059,855
Gorham,43.7034,-70.4581,838
Kamienna Gora,50.7833,16.0333,339
Batie,9.8833,-2.9167,443
Kolonodale,-1.9833,121.3333,241
Serra Preta,-12.16,-39.3319,363
Bombon,13.6867,123.1994,984
Tyagadurgam,11.7411,79.077,883
Aci Sant'Antonio,37.6,15.1167,572
Cameron Park,38.6738,-120.9872,656
Wantagh,40.6686,-73.5104,658
Stony Plain,53.5264,-114.0069,427
Neftegorsk,52.8,51.1667,744
Oak Bay,48.4264,-123.3228,14
Hijuelas,-32.7986,-71.1439,281
San Cristobal Cucho,14.9,-91.7833,360
Ariccia,41.72,12.6711,270
Mount Washington,38.043,-85.5551,633
Sevierville,35.8872,-83.5678,420
Kosvik,58.1418,8.0802,261
Lagoa do Carro,-7.845,-35.32,748
Bourne,52.7684,-0.3775,620
Cuquio,20.929,-103.0229,6
Sivagiri,11.1179,77.7881,148
Hranice,49.5525,17.7683,89
Halstenbek,53.6333,9.8667,491
Sukhsena,25.7952,87.1089,921
Rampur Tilak,25.8513,87.093,921
Rajmahal,25.05,87.84,737
Terenure,53.3098,-6.2835,242
Avtury,43.1667,46.0,631
Kharabali,47.405,47.2556,941
Konakli,36.5833,31.8833,341
Dizicheh,32.3869,51.5122,552
Antenor Navarro,-6.7333,-38.45,675
Melegnano,45.3667,9.3167,336
North Grenville,44.9667,-75.65,707
Sapeacu,-12.7333,-39.2167,363
Santo Anastacio,-21.8383,-51.6103,198
Kegalle,7.2531,80.3453,387
Chaita,25.7671,85.8792,297
Souba,13.4139,-6.5972,847
Payyannur,12.0935,75.2025,445
Cohoes,42.7732,-73.7077,497
Ptuj,46.4194,15.8694,153
Towamencin,40.2417,-75.3387,162
Jadcherla,16.763,78.1443,382
Torit,4.4081,32.575,846
Bodegraven,52.0822,4.7504,954
Almeria,11.6206,124.3794,18
Ranzan,36.0565,139.3205,4
Koula,13.1167,-7.65,265
Bucay,17.54,120.72,915
Ben Daoud,35.7192,0.5203,584
Erumapalaiyam,11.6324,78.1695,148
Barvala,22.15,71.9,378
Haren,53.1667,6.6,796
Blythe,33.6219,-114.6195,582
Mukondapalli,12.7514,77.8017,468
Doylestown,40.2962,-75.1393,162
Flora,18.2147,121.4186,118
Loyalist,44.25,-76.75,461
Stilfontein,-26.8428,26.7744,742
Yeddumailaram,17.5011,78.1242,382
Falkoping,58.175,13.5531,296
Bischheim,48.6144,7.7528,433
Miyauchi,38.0667,140.1333,590
Madeley,52.637,-2.448,92
Jiadong,22.4305,120.5471,536
Agliana,43.9,11.0,732
Kuchinda,21.7436,84.3485,632
Quipapa,-8.8333,-36.0333,748
Tres de Mayo,-26.4794,-56.0961,862
Manthani,18.65,79.6667,571
Burke Centre,38.7903,-77.2999,586
Cortes,9.2753,126.1911,887
Texistepeque,14.1333,-89.5,36
Ammon,43.4745,-111.9568,69
Gitagum,8.5956,124.4054,96
Palmi,38.3667,15.85,414
Olho d'Agua das Cunhas,-4.1389,-45.12,694
Coltauco,-34.3,-71.1,990
Kapsabet,0.3333,35.1667,321
Shirosato,36.4792,140.3762,4
Alice,27.7556,-98.0653,323
Union de San Antonio,21.128,-102.006,316
Roulia,32.7972,74.0639,988
Deux-Montagnes,45.5333,-73.8833,59
Ituacu,-13.8167,-41.3,979
Narni,42.5167,12.5167,270
Pelaya,8.6833,-73.6667,403
Pornic,47.1167,-2.1,503
Mabehiri,5.6833,-6.4167,451
Chateauneuf-les-Martigues,43.3838,5.165,553
Khokha,25.9741,87.4062,921
Natchitoches,31.7315,-93.0975,728
Franconia,38.7682,-77.1587,586
Wadowice,49.8833,19.5,506
Glenvar Heights,25.709,-80.3155,538
Manambaro,-25.0333,46.8167,822
Saatli,39.9311,48.3697,991
Nyborg,55.3122,10.7897,276
Kostrzyn nad Odra,52.5883,14.6667,929
Mebane,36.0852,-79.2736,969
Nao-Me-Toque,-28.4589,-52.8208,973
Garches,48.8461,2.1889,293
Nguigmi,14.2532,13.1108,176
Filadelfia,-10.7408,-40.1328,566
Fatima,-10.6,-38.2169,22
Tiffin,41.1165,-83.1805,392
Zapotlan del Rey,20.4674,-102.9248,6
Sint-Oedenrode,51.5667,5.4667,408
Murambi,-1.8133,30.0456,188
Silvani,23.3026,78.4408,897
Pudunagaram,10.681,76.6611,33
Anoka,45.2099,-93.3893,423
Puquio,-14.6939,-74.1241,372
Bafanji,5.8361,10.4,11
Sanghera,30.3986,75.5614,626
Veldurti,15.5667,77.9167,516
Cal,38.0836,29.3989,255
Mount Eliza,-38.189,145.092,487
Yuanquan,40.5004,95.8,537
Munguia,43.3547,-2.8472,562
Cary,42.2129,-88.2494,263
Guapiara,-24.185,-48.5328,325
Steiner Ranch,30.3654,-97.896,824
Gibsonton,27.826,-82.3761,345
Carmopolis de Minas,-20.55,-44.6333,375
Gaoniang,26.8394,109.177,955
Santa Cruz Naranjo,14.3833,-90.3667,762
Vilattikulam,9.1312,78.1687,291
Selma,32.4166,-87.0336,25
El Bordj,35.5158,0.3017,584
Ramsbottom,53.6483,-2.3167,92
Tolentino,43.2167,13.3833,882
Patar,40.3333,70.45,268
Bay City,28.9838,-95.9601,55
Segue,13.8333,-3.75,137
Vordingborg,55.0,11.9,276
Sa Kaeo,13.8206,102.0589,37
Pimentel,19.1833,-70.1,384
Chortiatis,40.6333,23.0167,832
Marturu,10.1694,76.4292,33
Pachmir,25.4077,86.3803,440
Marwa,25.3994,86.9257,126
Farmington,37.7822,-90.4282,182
San Kamphaeng,18.75,99.1167,87
Cenovi,19.25,-70.37,384
Manilva,36.3833,-5.25,927
Szazhalombatta,47.3004,18.9136,885
Loay,9.6,124.02,866
Hidrolandia,-4.4078,-40.4378,214
Ourem,-1.55,-47.1,307
Forst (Lausitz),51.7333,14.6333,419
Colne,53.8554,-2.1756,92
Sangenjo,42.4017,-8.8067,640
Carvin,50.4939,2.9589,286
Vissannapeta,16.9398,80.7828,986
Aci Castello,37.5556,15.1458,572
Ambohitralanana,-15.2333,50.45,312
Bekalta,35.6167,11.0,139
Shirali,14.0297,74.528,876
Montanha,-18.1269,-40.3628,849
Pontarlier,46.9067,6.3556,898
Porto Grande,0.7128,-51.4128,749
Edessa,40.8,22.05,832
Portsmouth,41.5922,-71.2745,131
Sing Buri,14.8911,100.4031,456
Sidi Kada,35.3333,0.35,584
Pataskala,40.011,-82.7155,146
Marabut,11.12,125.22,450
Savignano sul Rubicone,44.1,12.4,882
Itapiuna,-4.55,-38.95,514
Kristinehamn,59.3,14.1167,296
Harper,4.3667,-7.7167,451
San Bartolo Tutotepec,20.4,-98.2,70
Ribera,37.4994,13.265,798
Pelahiivka,48.0989,38.6128,860
Timbedgha,16.25,-8.1667,19
Policoro,40.2,16.6667,930
Parede,38.6933,-9.3569,350
Goshaingaon,26.4395,89.9631,346
Aguas de Lindoia,-22.4767,-46.6333,638
Bredene,51.2333,2.9667,286
Werdohl,51.2667,7.7667,622
Paks,46.622,18.8559,885
Yakacik,40.9164,29.2222,722
Bhikhi,30.07,75.53,626
Arcore,45.6333,9.3167,336
Villa Corona,20.3989,-103.6889,6
Mengjiacun,40.0186,119.7878,771
Las Heras,-46.55,-68.95,32
Sao Luis Gonzaga do Maranhao,-4.38,-44.67,694
Carate Brianza,45.7667,9.1833,336
Brownsville,25.8216,-80.2417,538
Blaj,46.1753,23.9144,21
Freilassing,47.8333,12.9667,750
Alton,51.1498,-0.9769,218
Kukmor,56.1833,50.8833,987
Mazapil,24.6383,-101.5553,944
Itanhem,-17.15,-40.3333,849
Oberasbach,49.4219,10.9583,914
Pariharpur,26.7114,85.6797,855
Muttenz,47.5167,7.65,151
Steinbach,49.5258,-96.6839,298
Salgar,5.9617,-75.9753,10
Seyah Cheshmeh,39.0631,44.3836,315
Santa Fe,12.15,122.0,688
Gazantarak,39.9667,69.1333,268
Fontaine-l'Eveque,50.4167,4.3167,634
Feilding,-40.2167,175.5667,51
Dhansaria,24.7219,87.8572,737
Sobinka,56.0,40.0333,213
Herenfa,36.2453,1.0458,584
Bagahi,26.7632,84.467,827
Hendaye,43.36,-1.77,562
Vennandur,11.515,78.0908,148
San Rafael,11.1728,122.8267,688
Jovellar,13.07,123.6,711
Charleston,39.4842,-88.1781,182
Salaspils,56.8667,24.35,512
Delran,40.017,-74.9495,162
Jucurutu,-6.0339,-37.02,161
Ponmana,8.3552,77.3283,291
Shichigahama,38.3045,141.0591,300
Santa Elena,-30.95,-59.8,351
Godfrey,38.9577,-90.2156,182
Aminpur,17.5241,78.3242,382
San Rafael del Norte,13.2167,-86.1167,806
Portchester,50.842,-1.12,218
Idylwood,38.8896,-77.2056,586
Berlin,13.5,-88.5333,690
Mankara,10.75,76.4333,33
Mooirivier,-29.2,29.9833,695
Arakkapadi,10.0599,76.4592,33
Cordenons,45.9833,12.7,522
Anda,9.744,124.576,866
Khasab,26.1833,56.25,642
Monthey,46.25,6.95,898
Dhamaun,25.5999,85.5479,297
Freudenberg,50.8997,7.8667,622
North Canton,40.8742,-81.3971,295
Varvarin,43.7167,21.3667,674
Lancut,50.0667,22.2333,238
Prachin Buri,14.0567,101.3739,456
Tall `Aran,36.1231,37.3369,528
Vise,50.7333,5.7,83
Somma Lombardo,45.6833,8.7,336
Ash Shaykhan,36.6917,43.35,288
Agua Blanca,14.4833,-89.6494,36
Lake Butler,28.4862,-81.546,836
Klaeng,12.7778,101.6483,37
Weilerswist,50.7667,6.8331,622
Willimantic,41.7171,-72.2114,131
Cairu,-13.4869,-39.0439,363
Auerbach,50.5094,12.4,164
Or `Aqiva,32.5,34.9167,485
Troy,31.8021,-85.9664,448
Luneville,48.5894,6.5017,738
Schrobenhausen,48.5333,11.2667,285
